fetch_id|doc_slug|source_url|fetch_timestamp|http_status|page_title|html_file_path|text_file_path|fetch_notes
fetch-6aefa1cffc42|law-1977-23|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=1849&LegislationType=2&isMod=false|2026-03-14T18:15:32.083720+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-23_20260314_181532.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-23_20260314_181532.txt|
fetch-654cf93ce953|law-1977-26|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=2187&LegislationType=2&isMod=false|2026-03-14T18:15:44.025110+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-26_20260314_181544.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-26_20260314_181544.txt|
fetch-afcf57f2d0dc|law-1977-29|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=984&LegislationType=2&isMod=false|2026-03-14T18:15:56.512724+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-29_20260314_181556.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-29_20260314_181556.txt|
fetch-d452e3583a66|law-1977-37|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=1040&LegislationType=2&isMod=false|2026-03-14T18:16:11.976556+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-37_20260314_181611.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-37_20260314_181611.txt|
fetch-3c6deb8c7063|law-1977-42|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=248&LegislationType=2&isMod=false|2026-03-14T18:16:24.258070+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-42_20260314_181624.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-42_20260314_181624.txt|
fetch-6b201d4b4e49|law-1977-45|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=939&LegislationType=2&isMod=false|2026-03-14T18:16:37.281615+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-45_20260314_181637.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-45_20260314_181637.txt|
fetch-c74f15c49870|law-1977-46|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=3502&LegislationType=2&isMod=false|2026-03-14T18:16:51.498704+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-46_20260314_181651.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-46_20260314_181651.txt|
fetch-670ab8763921|law-1977-48|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=1538&LegislationType=2&isMod=false|2026-03-14T18:17:05.457787+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1977-48_20260314_181705.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1977-48_20260314_181705.txt|
fetch-2d0f07012e27|law-1972-17|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=3317&LegislationType=2&isMod=false|2026-03-14T18:17:18.473274+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-17_20260314_181718.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-17_20260314_181718.txt|
fetch-a5d57f0da0a0|law-1972-18|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=2759&LegislationType=2&isMod=false|2026-03-14T18:17:31.266168+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-18_20260314_181731.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-18_20260314_181731.txt|
